Issued_Date,Permit__,Status,Designation,Project_Description,Permit_Type,Address,Valuation,Fees_Paid,Square_Feet,Finaled_Date,ObjectId
2024/02/13 06:00:00+00,2024-01-650,Project Finaled / Closed,Commercial,Install 3 Piers on the Michael's monument sign,Foundation Repair,"8001 RIDGEPOINT DR, IRVING TX 75063","$3,500.00",$125.00,0,2024/08/08 05:00:00+00,4328
2024/01/18 06:00:00+00,2024-01-517,Expired,Commercial,Gas leak repair - Atmos shut the gas off,Plumbing Standalone,"1901 W ROYAL LN, IRVING TX 75063","$1,000.00",$65.00,5,,4329
2024/01/10 06:00:00+00,2024-01-297,Project Finaled / Closed,Commercial,Install new gas yard line to building,Plumbing Standalone,"1610 W WALNUT HILL LN, IRVING TX 75038","$4,990.00",$65.00,32190,2024/01/11 06:00:00+00,4330
2023/12/15 06:00:00+00,2023-12-10975,Project Finaled / Closed,Commercial,"Fix items found disapproved during CO inspection. [ Fix exposed and burned electrical outlets, remove extensions cords hanging from ceiling at front of restaurant]",Electrical Standalone,"733 N BELT LINE RD, IRVING TX 75061",$500.00,$65.00,2000,2024/01/12 06:00:00+00,4331
2024/01/02 06:00:00+00,2023-10-9113,Project Finaled / Closed,Commercial,East Phase 3 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include a new sewer line.,Flatwork,"2000 E Airport Fwy, EAST PHASE 3, Irving TX 75062","$188,598.00",$150.00,22521,2024/07/19 05:00:00+00,4332
2024/02/02 06:00:00+00,2024-02-950,Project Finaled / Closed,Commercial,WATER HEATER REPLACEMENT,Plumbing Standalone,"7850 N MACARTHUR BLVD, IRVING TX 75063","$10,000.00",$65.00,0,2024/02/08 06:00:00+00,4333
2024/02/13 06:00:00+00,2024-02-1270,Project Finaled / Closed,Commercial,Irrigation Backflow replacement,Irrigation Permit,"1035 MARKET PLACE BLVD, IRVING TX 75063","$2,500.00",$160.00,1,2024/05/28 05:00:00+00,4334
2023/12/15 06:00:00+00,2023-12-11014,Expired,Commercial,"Foundation repairs. Installing 15 exterior steel piers. Mudjacking/void fill 1,487 sq. ft.",Foundation Repair,"5151 REGENT BLVD, IRVING TX 75063","$40,000.00",$125.00,8500,,4335
2024/01/10 06:00:00+00,2024-01-219,Project Finaled / Closed,Commercial,Replace existing vent hood. Install new Type 1 Grease Vent Hood,Mechanical Standalone,"7902 ESTERS BLVD, IRVING TX 75063","$9,500.00",$65.00,2000,2024/01/24 06:00:00+00,4336
2024/01/18 06:00:00+00,2024-01-434,Project Finaled / Closed,Commercial,"INSTALLING SIGN C ILLUMINATED WALL SIGN VERTICAL WEST ELEVATION
INSTALLING SIGN B ILLUMINATED WALL SIGN WEST ELEVATION
INSTALLING SIGNS A ILLUMINATED WALL SIRENS FOR NORTH AND SOUTH ELEVATIONS QTY 2",Sign,"7530 N MACARTHUR BLVD, IRVING TX 75063",$400.00,$400.00,7,2024/06/20 05:00:00+00,4337
2024/01/02 06:00:00+00,2023-09-7829,On Hold,Commercial,Phase 6 work (See G-001) will include demolition of existing paving and installation of new concrete paving and gravel.  Utility work will include storm drainage and site electrical.  New decorative fencing and pipe rail fencing will be part of work and submitted under fence permit.  New landscaping and irrigation will be installed. (W/ELEC),Flatwork,"2000 E Airport Fwy, WEST PHASE 6, Irving TX 75061","$1,100,000.00",$215.00,138471,,4338
2024/02/02 06:00:00+00,2024-02-961,Project Finaled / Closed,Commercial,"PHASE 2:  REMODEL POD A & POD B
(ADMINISTRATIVE PERMIT TO PH 1 PERMIT B2111-0129, which has the fees and values)",Alteration/Renovation,"3100 S BELT LINE RD, PHASE 2, IRVING TX 75060",$0.00,$100.00,3000,2024/04/22 05:00:00+00,4339
2024/01/18 06:00:00+00,2024-01-441,Project Finaled / Closed,Commercial,INSTALLING SIGN J TENANT PANELS FOR EXISTING MONUMENT,Sign,"7530 N MACARTHUR BLVD, IRVING TX 75063",$400.00,$100.00,168,2024/06/20 05:00:00+00,4340
2024/01/11 06:00:00+00,2024-01-299,Expired,Commercial,Install 1000 gallon grease trap,Plumbing Standalone,"401 E PIONEER DR, IRVING TX 75061","$8,600.00",$65.00,175,,4341
2023/12/15 06:00:00+00,2023-12-11024,Project Finaled / Closed,Commercial,GAS TEST - Air test an existing gas line,Plumbing Standalone,"4100 W ROYAL LN, 160, IRVING TX 75063","$2,500.00",$65.00,1,2023/12/27 06:00:00+00,4342
2024/02/13 06:00:00+00,2024-02-1272,Project Finaled / Closed,Commercial,"Replace existing 1"" Double check valve w/1"" RPZ",Plumbing Standalone,"650 W SHADY GROVE RD, IRVING TX 75060",$990.00,$65.00,0,2024/02/20 06:00:00+00,4343
2024/01/19 06:00:00+00,2024-01-532,Project Finaled / Closed,Commercial,Electrical Service Upgrade,Electrical Standalone,"5224 BEAR CREEK CT, IRVING TX 75061","$86,530.00",$65.00,400,2024/03/25 05:00:00+00,4344
2024/02/02 06:00:00+00,2024-02-962,Project Finaled / Closed,Commercial,"PHASE 3:  REMODEL EXISTING SHOP
(ADMINISTRATIVE PERMIT TO PH 1 PERMIT B2111-0129, which has the fees and value)",Alteration/Renovation,"3100 S BELT LINE RD, PHASE 3 (SHOP), IRVING TX 75060",$0.00,$100.00,5000,2024/04/26 05:00:00+00,4345
2024/01/02 06:00:00+00,2023-10-9111,On Hold,Commercial,"East Phase 2 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage, a natural gas line and site electrical.
(W/ELEC & PLBG)",Flatwork,"2000 E AIRPORT FWY, EAST PHASE 2, Irving TX 75062","$165,778.00",$280.00,19796,,4346
2024/01/19 06:00:00+00,2024-01-515,Project Finaled / Closed,Commercial,"Onsite Utilities  20 linear feet 6"" pvc sewer lineNeed yard line inspection. I already have a sewer connection permit. My utility contractor will be doing the work.
SEWER 20'",Plumbing Standalone,"2717 Altman Dr, Irving  TX 75062","$5,000.00",$77.00,0,2024/01/22 06:00:00+00,4347
2024/02/02 06:00:00+00,2024-01-284,Expired,Commercial,"REMOVAL AND REPLACEMENT OF SIDING, SOFFIT, FASCIA, TRIMS, 23 WINDOWS, DOOR  REPLACEMENT AND CHIMNEY REPAIR
(B&S CASE)",Alteration/Renovation,"415 W PIONEER DR, IRVING TX 75061","$84,000.00",$65.00,0,,4348
2023/12/16 06:00:00+00,2023-12-10815,Expired,Commercial,Run new gas from existing stop to boiler,Plumbing Standalone,"6020 COLWELL BLVD, IRVING TX 75039","$4,500.00",$65.00,60,,4349
2024/01/11 06:00:00+00,2024-01-105,Project Finaled / Closed,Commercial,Total replacement of existing material to a new 8ft Cedar wood fence.,Fence,"1414 W SIXTH ST, IRVING TX 75060","$3,000.00",$150.00,0,2024/02/06 06:00:00+00,4350
2024/02/13 06:00:00+00,2024-02-1023,Project Finaled / Closed,Commercial,"BATTEN/SEAL, REPLACE WALK-IN DOOR AND EVAP IN GROCER FREEZER AND IC FREEZER",Alteration/Renovation,"4100 W AIRPORT FWY, IRVING TX 75061","$71,811.00",$195.00,0,2024/03/15 05:00:00+00,4351
2024/01/02 06:00:00+00,2023-10-9120,On Hold,Commercial,"East Phase 6 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage and site electrical.
(W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 6, Irving TX 75062","$139,691.00",$215.00,16667,,4352
2024/01/19 06:00:00+00,2024-01-435,Project Finaled / Closed,Commercial,INSTALLING SIGN D ILLUMINATED DIRECTIONAL,Sign,"7530 N MACARTHUR BLVD, IRVING TX 75063",$400.00,$100.00,3,2024/06/20 05:00:00+00,4353
2024/02/05 06:00:00+00,2024-01-331,Expired,Commercial,"Remove and Replace concrete failures.  Half the width of the fire lane will remain installed and available for Fire Department access while repairs are made.
FLAT WORK REPAIR",Flatwork,"8600 N MACARTHUR BLVD, IRVING TX 75063","$30,000.00",$65.00,2236.5,,4354
2023/12/18 06:00:00+00,2023-12-11023,Project Finaled / Closed,Commercial,"1. Check existing outlets, lighting, and switches to make sure everything is working. Reconnect any existing outlets or lighting that is not working.2. installation of all power, office data, feeders, electrical panels and disconnects3. (4) circuits to power server equipment4. rework existing electrical feeders to MDP in an effort to replace the electrical panel.5.     Lighting6.     Replacing the meter
Install conduit, wire, disconnects, and a GFCI for three RTUs.",Electrical Standalone,"2000 WESTRIDGE DR, 104, IRVING TX 75038","$229,394.00",$65.00,13452,2024/04/23 05:00:00+00,4355
2024/02/13 06:00:00+00,2024-02-1170,Project Finaled / Closed,Commercial,WALL SIGN:  1 set of led channel letters to be install flush to the wall,Sign,"5910 N MACARTHUR BLVD, 121, IRVING TX 75039","$3,500.00",$150.00,54,2024/07/17 05:00:00+00,4356
2024/01/02 06:00:00+00,2023-10-9121,On Hold,Commercial,"East Phase 1 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include a new fire line, a natural gas line and site electrical.  New landscaping and irrigation will be installed.
(W/ELEC & PLBG)",Flatwork,"2000 E Airport Fwy, EAST PHASE 1, Irving TX 75062","$181,614.00",$280.00,21687,,4357
2024/01/19 06:00:00+00,2024-01-436,Project Finaled / Closed,Commercial,INSTALLING SIGN E DRIVE THRU CLEARANCE BAR,Sign,"7530 N MACARTHUR BLVD, IRVING TX 75063",$400.00,$100.00,90,2024/06/20 05:00:00+00,4358
2023/12/18 06:00:00+00,2023-12-10772,Project Finaled / Closed,Commercial,Please amend the scope of work to indicate: 5 access holes and 22 linear feet of tunnel to access known leaks and repair.,Plumbing Standalone,"9425 N MACARTHUR BLVD, 100, IRVING TX 75063","$12,827.00",$65.00,10,2024/02/28 06:00:00+00,4359
2024/01/02 06:00:00+00,2023-10-9186,On Hold,Commercial,"East Phase 18 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include site electrical and a new sewer line.
(W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 18, Irving TX 75062","$188,606.00",$215.00,25522,,4360
2023/12/18 06:00:00+00,2023-12-11030,Expired,Commercial,Replace low boy water heater in hall closet with 40 gallon electric lowboy,Plumbing Standalone,"2126 VANCO DR, IRVING TX 75061","$3,155.34",$65.00,10920,,4361
2024/01/19 06:00:00+00,2024-01-437,Project Finaled / Closed,Commercial,INSTALLING DRIVE THRU PRE MENU BOARD,Sign,"7530 N MACARTHUR BLVD, IRVING TX 75063",$400.00,$100.00,8,2024/06/20 05:00:00+00,4362
2024/01/02 06:00:00+00,2023-10-9187,On Hold,Commercial,East Phase 19 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage.,Flatwork,"2000 E Airport Fwy, EAST PHASE 19, Irving TX 75062","$70,831.00",$150.00,8460,,4363
2023/12/18 06:00:00+00,2023-12-11033,Project Finaled / Closed,Commercial,NEED TO INSTALL POWER DROPPS FOR NEW MACHINES NEED IN NEW ARE ALSO INSTALLING 4 NEW 2 75KVA TRANSFORMERS,Electrical Standalone,"4455 REGENT BLVD, IRVING TX 75063","$100,000.00",$65.00,0,2024/02/21 06:00:00+00,4364
2024/01/19 06:00:00+00,2024-01-438,Project Finaled / Closed,Commercial,INSTALLING SIGN G DIGITAL ORDER SCREEN W CANOPY,Sign,"7530 N MACARTHUR BVLD, IRVING TX 75063",$400.00,$100.00,40,2024/06/20 05:00:00+00,4365
2024/01/02 06:00:00+00,2023-10-9115,On Hold,Commercial,"East Phase 4 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  
(SCOPE CHANGED TO REMOVE UTILITIES FROM THIS PHASE)",Flatwork,"2000 E Airport Fwy, EAST PHASE 4, Irving TX 75062","$366,208.00",$215.00,43730,,4366
2023/12/18 06:00:00+00,2023-11-10450,Project Finaled / Closed,Commercial,Replacing sign faces on old monument sign with updated logo sign panels and 2 directional signs,Sign,"8550 S FREEPORT PKWY, IRVING TX 75063","$2,000.00",$150.00,17.44,2024/05/17 05:00:00+00,4367
2023/12/18 06:00:00+00,2023-12-10936,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL LETTER SIGN WEST ELEVATION,Sign,"4137 N STORY RD, IRVING TX 75038","$3,900.00",$100.00,34,,4368
2024/01/02 06:00:00+00,2023-10-9119,On Hold,Commercial,East Phase 5 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage.,Flatwork,"2000 E Airport Fwy, EAST PHASE 5, Irving TX 75062","$102,568.00",$150.00,12248,,4369
2024/01/19 06:00:00+00,2024-01-439,Project Finaled / Closed,Commercial,INSTALLING SIGN H DRIVE THRU MENU BOARD,Sign,"7530 N MACARTHUR BVLD, IRVING TX 75063",$400.00,$100.00,28,2024/06/20 05:00:00+00,4370
2024/01/02 06:00:00+00,2023-12-11223,Project Finaled / Closed,Commercial,Replace RTUs,Mechanical Standalone,"200 S JEFFERSON ST, IRVING TX 75060","$295,422.45",$0.00,0,2024/03/22 05:00:00+00,4371
2024/01/03 06:00:00+00,2023-12-11111,Project Finaled / Closed,Commercial,"Installing Channel letter set on a wall that reads ""Classic Leasing""",Sign,"2101 GATEWAY DR, IRVING TX 75038","$5,000.00",$150.00,82,2024/06/24 05:00:00+00,4372
2024/01/19 06:00:00+00,2024-01-553,Project Finaled / Closed,Commercial,CLEAN AND SHOW ( NO WORK),Electrical Standalone,"330 W AIRPORT FWY, C , IRVING TX 75062",$0.00,$65.00,0,2024/01/25 06:00:00+00,4373
2024/01/03 06:00:00+00,2023-12-11031,Expired,Commercial,"CONCRETE DRIVEWAY / APPROACH (Driveway flatwork permit)
(The drive approach will be permitted by the CIP department after Traffic approves their review.)",Flatwork,"716 S NURSERY RD, IRVING TX 75060","$6,000.00",$65.00,0,,4374
2024/01/19 06:00:00+00,2023-10-9073,Project Finaled / Closed,Commercial,"INTERIOR REMODEL (remodel existing empty space to a new fitness center).  **INCLUDES ALL MEP'S, NO CO AS IS AN EXISTING TENANT**",Alteration/Renovation,"6431 LONGHORN DR, 1ST FLR, IRVING TX 75063","$180,000.00","$1,200.00",614,2024/05/01 05:00:00+00,4375
2024/01/03 06:00:00+00,2024-01-58,Project Finaled / Closed,Commercial,New irrigation install,Irrigation Permit,"500 S ROGERS RD, IRVING TX 75060","$62,500.00",$160.00,36000,2024/04/18 05:00:00+00,4376
2024/01/03 06:00:00+00,2024-01-62,Project Finaled / Closed,Commercial,GAS TEST AND REPAIR,Plumbing Standalone,"3701 W ROYAL LN, 120, IRVING TX 75063",$850.00,$65.00,1300,2024/01/04 06:00:00+00,4377
2024/01/03 06:00:00+00,2024-01-64,Project Finaled / Closed,Commercial,replace backflow at steam table,Plumbing Standalone,"777 HIDDEN RIDGE, IRVING TX 75038","$2,000.00",$65.00,1000,2024/06/21 05:00:00+00,4378
2024/01/03 06:00:00+00,2024-01-66,Project Finaled / Closed,Commercial,Replace domestic main RPZ assembly,Plumbing Standalone,"701 TUSCAN DR, IRVING TX 75039","$5,000.00",$65.00,100,2024/01/30 06:00:00+00,4379
2024/01/03 06:00:00+00,2023-10-9138,On Hold,Commercial,"East Phase 13 work (See G-001) will include demolition of existing paving and installation of new concrete paving and gravel.  Utility work will include site electrical.  New decorative metal and pipe rail fencing will be part of work and submitted under fence permit.
(W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 13, Irving TX 75062","$963,481.00",$215.00,115052,,4380
2024/01/03 06:00:00+00,2023-10-9140,On Hold,Commercial,East Phase 14 work (See G-001) will include demolition of existing paving and installation of new concrete paving and gravel.  Utility work will include a fire water line and site electrical.  New decorative metal fencing will be part of work and submitted under fence permit.  New landscaping and irrigation will be installed. (W/ELEC),Flatwork,"2000 E Airport Fwy, EAST PHASE 14, Irving TX 75062","$278,554.00",$215.00,33263,,4381
2024/01/03 06:00:00+00,2023-10-9181,On Hold,Commercial,East Phase 16 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  New landscaping and irrigation will be installed.,Flatwork,"2000 E Airport Fwy, EAST PHASE 16, Irving TX 75062","$50,874.00",$150.00,6075,,4382
2024/01/03 06:00:00+00,2023-10-9134,On Hold,Commercial,"East Phase 10 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include site electrical.  New decorative metal and chain link fencing will be part of work and submitted under fence permit.  New landscaping and irrigation will be installed.
(W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 10, Irving TX 75062","$199,057.00",$215.00,23770,,4383
2024/01/03 06:00:00+00,2023-10-9123,On Hold,Commercial,"East Phase 7 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage, a new sewer line and site electrical.
(W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 7, Irving TX 75062","$137,464.00",$215.00,16415,,4384
2024/01/03 06:00:00+00,2023-10-9133,On Hold,Commercial,East Phase 9 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage and a new sewer line.,Flatwork,"2000 E Airport Fwy, EAST PHASE 9, Irving TX 75062","$168,617.00",$150.00,20135,,4385
2024/01/03 06:00:00+00,2023-10-9136,On Hold,Commercial,"East Phase 11 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include site electrical.  New decorative metal, chain link and pipe rail fencing will be part of work and submitted under fence permit.  New landscaping and irrigation will be installed. (W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 11, Irving TX 75062","$300,897.00",$215.00,35931,,4386
2024/01/03 06:00:00+00,2023-10-9137,On Hold,Commercial,"East Phase 12 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include site electrical.  New decorative metal fencing will be part of work and submitted under fence permit.  New landscaping and irrigation will be installed.
(W/ELEC)",Flatwork,"2000 E Airport Fwy, EAST PHASE 12, Irving TX 75062","$120,849.00",$215.00,14431,,4387
2024/01/03 06:00:00+00,2023-10-9124,On Hold,Commercial,East Phase 8 work (See G-001) will include demolition of existing paving and installation of new concrete paving.  Utility work will include storm drainage and a new sewer line.,Flatwork,"2000 E Airport Fwy, EAST PHASE 8, Irving TX 75062","$98,465.00",$150.00,11758,,4388
2024/01/03 06:00:00+00,2023-09-7883,Permit Issued,Commercial,"Phase 2 work (See G-001) will include demolition of existing paving and installation of new concrete paving and gravel.  Utility work will include storm drainage, sewer lines, fire water lines, water lines and site electrical.  A new Wash Rack building (Building 900) will be constructed during this phase.  The Wash rack is 5,420 square feet.  It is a metal building with a metal roof and 2 sides leaving the ends open for vehicles to be driven under and washed with pressurized hand washers.  An enclosed mechanical space will house the pumps and washers.  Water will be collected in a pit and recycled through the washers.  Overflow water will go through an oil/water separator before going to the sewer extension.
(W/MEP'S & C/O)",New Construction,"1950 E Airport Fwy, WEST PHASE 2, Irving TX 75062","$1,200,000.00","$3,279.60",5466,,4389
2024/01/03 06:00:00+00,2023-09-7886,Permit Issued,Commercial,"Phase 3 work (See G-001) will include demolition of existing paving and installation of new concrete paving and gravel.  Utility work will include storm drainage, sewer lines, fire water lines, water lines and site electrical.  A new concrete loading dock will be constructed during this phase.  It will have a 4’ and 3’ tall docking area accessible by a ramp. 
(W/ELEC)",Flatwork,"1920 E Airport Fwy, WEST PHASE 3, Irving TX 75062","$800,000.00","$1,500.00",2462,,4390
2024/01/03 06:00:00+00,2024-01-75,Expired,Commercial,"Repair damaged service for a Charter power supply a car hit a transformer and we need to replace meter can
REPLACE METER BASE",Electrical Standalone,"7998 N MacArthur Blvd, Irving TX 75063",$750.00,$65.00,4,,4391
2024/01/03 06:00:00+00,2024-01-78,Project Finaled / Closed,Commercial,need to add 230ft swere to be at the level and conected to the grase trap.,Plumbing Standalone,"4020 W NORTHGATE DR, irving TX 75062","$1,950.00",$98.00,230,2024/01/29 06:00:00+00,4392
2024/01/03 06:00:00+00,2024-01-77,Project Finaled / Closed,Commercial,Gas Test,Plumbing Standalone,"5330 N MACARTHUR BLVD, 134, IRVING TX 75038",$800.00,$65.00,2000,2024/01/09 06:00:00+00,4393
2024/01/03 06:00:00+00,2024-01-55,Project Finaled / Closed,Commercial,"Replace 1/2"" RPZ under dishwasher in Kitchen",Plumbing Standalone,"7516 LAS COLINAS BLVD, IRVING TX 75063","$1,500.00",$65.00,500,2024/01/04 06:00:00+00,4394
2024/01/04 06:00:00+00,2023-11-10539,Project Finaled / Closed,Commercial,We will be removing and replacing an existing pylon structure face.,Sign,"4221 W JOHN W. CARPENTER FWY, IRVING TX 75063",$700.00,$100.00,144,2024/01/30 06:00:00+00,4395
2024/01/04 06:00:00+00,2024-01-51,Project Finaled / Closed,Commercial,WPLD to perform yearly required Gas Test & repair,Plumbing Standalone,"2990 REGENT BLVD, IRVING TX 75063",$550.00,$65.00,200,2024/01/23 06:00:00+00,4396
2024/01/04 06:00:00+00,2023-12-11265,Expired,Commercial,"Illuminated wall sign on east elevation: 190"" long x 48"" tall icon and 24"" wording",Sign,"3100 PREMIER DR, 205, IRVING TX 75063","$1,500.00",$150.00,0,,4397
2024/01/04 06:00:00+00,2024-01-29,Project Finaled / Closed,Commercial,"WALL SIGN:  Adding 7"" h black acrylic, non-illuminated ""AND PEDIATRICS"" to existing wall sign copy that says ""IRVING COPPELL PRIMARY CARE"".  Not illuminated
(Review has already been completed and approved by the Las Colinas Association.)",Sign,"3365 REGENT BLVD, 110, IRVING TX 75063","$1,150.00",$100.00,5.49,2024/01/16 06:00:00+00,4398
2024/01/04 06:00:00+00,2023-12-11268,Expired,Commercial,"Exterior illuminated Wall Sign on northeast elevation of logo only that is 40"" wide x 48"" tall
Exterior illuminated Wall Sign on southeast wall of the icon that is 40"" wide x 48"" tall",Sign,"3100 PREMIER DR, 205, IRVING TX 75063","$1,000.00",$200.00,16,,4399
2024/01/04 06:00:00+00,2024-01-97,Expired,Commercial,"VINYL BANNER : FIRE WOOD OPEN TO THE PUBLIC
START DATE: 01/04/2024
END DATE:01/17/2024
SF:64
CO:H300806",Banner,"201 N BELT LINE RD, IRVING TX 75061",$100.00,$50.00,0,,4400
2024/04/08 05:00:00+00,2024-04-2862,Expired,Commercial,WALL SIGN:  FABRICATE AND INSTALL LIGHTED CHANNEL LETTER SIGN,Sign,"4070 N BELT LINE RD, 110, IRVING TX 75038","$3,900.00",$100.00,40,,4401
2024/04/08 05:00:00+00,2024-04-2786,Project Finaled / Closed,Commercial,WALL SIGN:  Fabricate one set of internally illuminated letters mounted on a black background to read:  Yolk,Sign,"5901 HIGH POINT DR, 160, IRVING TX 75038","$3,500.00",$100.00,24,2024/09/05 05:00:00+00,4402
2024/04/08 05:00:00+00,2024-03-2425,Expired,Commercial,Acrylic Dimensional Logo,Sign,"1503 W AIRPORT FWY, IRVING TX 75062","$2,314.00",$150.00,625,,4403
2024/04/08 05:00:00+00,2024-04-2911,Project Finaled / Closed,Commercial,"CLEAN & SHOW, NO WORK",Electrical Standalone,"8110 TRISTAR DR, IRVING TX 75063",$0.00,$65.00,622370,2024/04/10 05:00:00+00,4404
2024/04/08 05:00:00+00,2024-04-2753,Project Finaled / Closed,Commercial,install new reverse non-lit letters,Sign,"7423 LAS COLINAS BLVD, IRVING TX 75063","$2,500.00",$100.00,38,2024/07/17 05:00:00+00,4405
2024/04/08 05:00:00+00,2024-04-2754,Project Finaled / Closed,Commercial,1 set of non-t lit reverse letters,Sign,"7423 LAS COLINAS BLVD, IRVING TX 75063","$2,500.00",$100.00,27,2024/07/18 05:00:00+00,4406
2024/04/08 05:00:00+00,2024-04-2755,Project Finaled / Closed,Commercial,1 set of non-lit letters,Sign,"7423 LAS COLINAS BLVD, IRVING TX 75063","$2,500.00",$100.00,27,2024/07/17 05:00:00+00,4407
2024/03/21 05:00:00+00,2024-03-2161,Project Finaled / Closed,Commercial,"Replace existing fence with 4Ft high wood fence, total length 110 LF",Fence,"1516 W PIONEER DR, IRVING TX 75061",$850.00,$150.00,0,2024/03/29 05:00:00+00,4408
2024/04/09 05:00:00+00,2024-04-2900,Project Finaled / Closed,Commercial,Electric Bailing machine to be installed in our recycling area,Electrical Standalone,"300 W Las Colinas Blvd, Irving TX 75039","$6,900.00",$0.00,6,2024/06/21 05:00:00+00,4409
2024/04/09 05:00:00+00,2024-03-2519,Project Finaled / Closed,Commercial,6’ tall galvanized chain link fence & manual gates,Fence,"2615 SPUR 482, irving TX 75062","$50,000.00",$350.00,0,2024/09/09 05:00:00+00,4410
2024/04/09 05:00:00+00,2024-04-2827,Permit Issued,Commercial,Foundation Work Only-BLDG 1,Miscellaneous - C,"7815 Jetstar Dr, Irving TX 75063","$1,000,000.00","$6,916.00",435600,,4411
2024/04/09 05:00:00+00,2024-04-2914,Project Finaled / Closed,Commercial,Replace (2) double check backflow devices with RPZ's on the Steam supply between OR 6 & 7.,Plumbing Standalone,"400 W INTERSTATE HWY 635, Irving TX ","$1,000.00",$65.00,1,2024/04/18 05:00:00+00,4412
2024/04/09 05:00:00+00,2024-04-2889,Project Finaled / Closed,Commercial,Replacing 16 RTU's like for like. Replacing 8 exhaust fans like for like.,Mechanical Standalone,"3109 N BELT LINE RD, irving TX 75062","$383,233.30",$65.00,42000,2024/07/02 05:00:00+00,4413
2024/04/09 05:00:00+00,2024-04-2858,Project Finaled / Closed,Commercial,CLEAN AND SHOW,Electrical Standalone,"6012 W CAMPUS CIRCLE DR, 280, IRVING TX 75063",$0.00,$65.00,0,2024/04/10 05:00:00+00,4414
2024/04/09 05:00:00+00,2024-04-2877,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL LETTER SIGN,Sign,"3401 W AIRPORT FWY, 218, IRVING TX 75062","$3,900.00",$100.00,30,,4415
2024/04/09 05:00:00+00,2023-04-3126,Project Finaled / Closed,Commercial,Fabrication and installation REFACE double sided cabinet sign onto an existing concrete slab.,Sign,"1200 HIDDEN RIDGE, IRVING TX 75038","$9,000.00",$75.00,84,2024/07/02 05:00:00+00,4416
2024/04/09 05:00:00+00,2024-02-1542,Project Finaled / Closed,Commercial,Furnish and install fence approx. 766 LF of 6' tall,Fence,"4528 W Royal Ln, Irving TX 75063","$130,000.00",$268.10,0,2024/09/23 05:00:00+00,4417
2024/04/09 05:00:00+00,2024-04-2693,Expired,Commercial,"Build new insulated walls to grid to create 4 office spaces, install (4) wood 3070 doors with aluminum frames and 8""x30"" view windows in each door, tape, bed, prime & paint all new and existing walls in space. Electrical work to be performed by the City of Irving. installing 4 motion sensor light switches (1 per office), 4 duplex outlets on (1 per office) and adjusting the light switching for each space.
(W/ELEC)",Alteration/Renovation,"333 VALLEY VIEW LN, 2ND FLR, IRVING TX 75061","$30,275.00",$0.00,437,,4418
2024/04/09 05:00:00+00,2024-04-2949,Project Finaled / Closed,Commercial,"BANNER SINAGE: 14,000= CHILDREN KILLED & GROWING, BONBONG CHILDREN & HOSPITALS IS NOT SELF DEFENSE.
SF: 44
START DATE: 04/09/2024
END DATE : 04/22/2024",Banner,"2555 ESTERS RD, IRVING TX 75062",$120.00,$50.00,0,2024/04/26 05:00:00+00,4419
2024/04/09 05:00:00+00,2024-04-2824,Project Finaled / Closed,Commercial,WPLD to replace existing shower pan.,Plumbing Standalone,"3401 W AIRPORT FWY, 216, IRVING TX 75062","$2,000.00",$65.00,300,2024/05/13 05:00:00+00,4420
2024/04/09 05:00:00+00,2024-04-2925,Expired,Commercial,"Remove and reconnect existing fixtures, water heater, toilet, mop sink",Plumbing Standalone,"5433 N MACARTHUR BLVD,  IRVING TX 75038","$5,200.00",$65.00,1600,,4421
2024/04/09 05:00:00+00,2024-04-2952,Project Finaled / Closed,Commercial,Install RPZ under lab sink,Plumbing Standalone,"1551 CORPORATE DR, IRVING TX 75038","$1,200.00",$65.00,5000,2024/05/06 05:00:00+00,4422
2024/04/09 05:00:00+00,2024-04-2956,Project Finaled / Closed,Commercial,replace existing grandfathered 1200a service with new 12000a service,Electrical Standalone,"8400 ESTERS BLVD, 120, IRVING TX ","$10,000.00",$65.00,100,2024/06/28 05:00:00+00,4423
